# @Observable 迁移棘轮基线（2026-09-18 批 1 立；只能减不能增）
#
# 由 QQPlayerTests/ObservationMigrationContractTests.swift 守护：
#   - 新增迁移标记（文件+种类）/ 既有计数回涨 → 测试红
#   - 某行整改到更少或清零 → 必须删掉/改小本行，否则测试红（名单不腐烂）
#
# 迁移方向（方案见 memory/2026-09-18.md §二）：
#   ObservableObject → @Observable；@Published var x → var x；
#   @StateObject → @State；@ObservedObject → 普通 let/`@Environment`；
#   @EnvironmentObject → @Environment(T.self)
#
# 范围：QQPlayer/**/*.swift（iOS + Mac 共享源文件）。
# 统计口径：**注释与字符串字面量不算代码**（扫描器先剥离再计数）。
#
# 进度：起始 217 处 / 119 行 → 213 / 115（批 1 第一刀：iOS TutorialViewModel + TutorialView）
#   → 209 / 111（同批第二刀：Mac MacSearchAnythingState + 两个视图包装器；部署目标同日 13.0→14.0）
#   → **193 / 103**（2026-09-19 批 2：PlaylistCoverLoadFailuresStore / IOSPassiveSyncCenter /
#     LyricOffsetStore 三个 iOS 叶子 store 迁 @Observable + 视图改 `@Environment` 注入；
#     同步删除：3 个类各 1 `ObservableObject` + 9 个 `@Published`、视图 4 处 `@ObservedObject`）
#   → **185 / 99**（2026-09-19 批 3a：MacLibraryFactsStore 迁 @Observable；Mac 侧 5 个视图 +
#     1 个浮层改 `@Environment` 注入。同步删除：1 个 `ObservableObject`、6 处 `@ObservedObject`）
#   → **184 / 98**（2026-09-19 批 4：ArtistDetailScreen 删掉零引用的 `@StateObject hybridAPI`——
#     `HybridMusicAPIService` 改走 `AppServices` 容器；同批另三个无状态入口本就没有迁移家族标记）。
#   账本见 `shared-singleton-budget-plan.md`（每批迁移后基线随之下调）。
# 格式：路径<TAB>标记<TAB>计数
#   → **180 / 96**（2026-09-20 批 5b：DesktopWindowsManager 迁 @Observable + 浮窗视图改 `@Environment`。
#     同步删除：1 个 `ObservableObject` + 2 个 `@Published`，视图 1 处 `@ObservedObject` 降为 3）
#   → **164 / 86**（2026-09-20 批 5b-2：EQManager 迁 @Observable + 8 个视图文件 10 处 `@StateObject` 改 `@Environment`。
#     同步删除：1 个 `ObservableObject` + 5 个 `@Published`、10 处 `@StateObject`）
#   → **159 / 84**（2026-09-20 批 5b-3：SFBAudioEngineManager 迁 @Observable。
#     同步删除：1 个 `ObservableObject` + 4 个 `@Published`（其余存储属性——音频引擎/解码器/EQ 句柄——全 `@ObservationIgnored`）。
#     注：视图侧对该对象的 5 处直连读已由 PR #18（CarPlayTrackFilter 单一入口）收口，故本批**不动**直连基线。）
QQPlayer/Views/Playlists/PlaylistDetailScreen.swift	@EnvironmentObject	1
QQPlayer/Views/Playlists/PlaylistDetailScreen.swift	@StateObject	1
QQPlayer/Views/Playlists/PlaylistManagementView.swift	@EnvironmentObject	1
QQPlayer/Views/Playlists/PlaylistSelectionView.swift	@EnvironmentObject	1
QQPlayer/Views/Playlists/PlaylistTrackRowView.swift	@EnvironmentObject	1
QQPlayer/Views/Playlists/PlaylistTrackRowView.swift	@StateObject	2
QQPlayer/Views/Playlists/PlaylistsScreen.swift	@EnvironmentObject	2
QQPlayer/Views/Playlists/SmartPlaylistCardView.swift	@StateObject	1
QQPlayer/Views/Playlists/SmartPlaylistDetailScreen.swift	@EnvironmentObject	2
QQPlayer/Views/Utility/SyncAutoConnect.swift	@Published	1
QQPlayer/Views/Utility/SyncAutoConnect.swift	ObservableObject	1
QQPlayer/Views/Utility/SyncQRScannerView.swift	@Published	3
QQPlayer/Views/Utility/SyncQRScannerView.swift	@StateObject	2
QQPlayer/Views/Utility/SyncQRScannerView.swift	ObservableObject	1
QQPlayer/Views/Utility/SyncSettingsView.swift	@ObservedObject	1
